dataset,budget,method,deletion_delta_bce_mean,deletion_delta_f1_mean,removed_contribution_l1_mean,selected_rules_count_mean,bce_full_mean,bce_without_mean,f1_full_mean,f1_without_mean,surrogate_fidelity_to_full_prob_mean,surrogate_agreement_to_full_mean,n_seeds
covtype_binary_20000,25,budget_prune,0.02634545260069911,0.050981674413035694,0.35493079164188496,25.0,0.4927940082362112,0.5191394608369104,0.7675048589573262,0.7165231845442905,0.006470070077089915,0.991,3
covtype_binary_20000,25,loro_bce,0.16561158021951458,0.35068798889665737,1.0195293493177229,25.0,0.4927940082362112,0.6584055884557257,0.7675048589573262,0.41681687006066886,0.006470070077089915,0.991,3
covtype_binary_20000,25,c_prune_loro_bce,0.06562160239417313,0.09424315831116352,0.6409442590326285,25.0,0.4927940082362112,0.5584156106303845,0.7675048589573262,0.6732617006461626,0.006470070077089915,0.991,3
covtype_binary_20000,50,budget_prune,0.026384112057676046,0.046934447797780186,0.36571923943813694,50.0,0.4927940082362112,0.5191781202938873,0.7675048589573262,0.7205704111595459,0.006470070077089915,0.991,3
covtype_binary_20000,50,loro_bce,0.28960853733750874,0.44595622141933094,1.4028851862461107,50.0,0.4927940082362112,0.7824025455737199,0.7675048589573262,0.32154863753799523,0.006470070077089915,0.991,3
covtype_binary_20000,50,c_prune_loro_bce,0.07469412050623575,0.11228191720736075,0.6985326479352446,50.0,0.4927940082362112,0.567488128742447,0.7675048589573262,0.6552229417499654,0.006470070077089915,0.991,3
covtype_binary_20000,100,budget_prune,0.02449410773884129,0.0349036784892354,0.36840662133112745,100.0,0.4927940082362112,0.5172881159750525,0.7675048589573262,0.7326011804680909,0.006470070077089915,0.991,3
covtype_binary_20000,100,loro_bce,0.4131834918001533,0.5351024500189968,1.7475420525498402,100.0,0.4927940082362112,0.9059775000363647,0.7675048589573262,0.23240240893832945,0.006470070077089915,0.991,3
covtype_binary_20000,100,c_prune_loro_bce,0.07383423211031505,0.11239426685600618,0.693246756609994,76.66666666666667,0.4927940082362112,0.5666282403465264,0.7675048589573262,0.6551105921013199,0.006470070077089915,0.991,3
