dataset,budget,method,corr_threshold,seed_a,seed_b,rule_jaccard
covtype_binary_20000,50,c_prune_loro_bce,0.85,19,23,0.1111111111111111
covtype_binary_20000,50,c_prune_loro_bce,0.85,19,29,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.85,19,31,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.85,19,37,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,19,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,19,43,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.85,23,29,0.08695652173913043
covtype_binary_20000,50,c_prune_loro_bce,0.85,23,31,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.85,23,37,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.85,23,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,23,43,0.0989010989010989
covtype_binary_20000,50,c_prune_loro_bce,0.85,29,31,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.85,29,37,0.02040816326530612
covtype_binary_20000,50,c_prune_loro_bce,0.85,29,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,29,43,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.85,31,37,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,31,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,31,43,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.85,37,41,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.85,37,43,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.85,41,43,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,7,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,13,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,19,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,23,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,29,0.0989010989010989
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,31,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,37,0.08695652173913043
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,1,43,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,13,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,19,0.12359550561797752
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,23,0.08695652173913043
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,29,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,31,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,37,0.02040816326530612
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,41,0.02040816326530612
covtype_binary_20000,50,c_prune_loro_bce,0.9,7,43,0.07526881720430108
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,19,0.08695652173913043
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,23,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,29,0.02040816326530612
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,31,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,37,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,13,43,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,19,23,0.12359550561797752
covtype_binary_20000,50,c_prune_loro_bce,0.9,19,29,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.9,19,31,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,19,37,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,19,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,19,43,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,23,29,0.1111111111111111
covtype_binary_20000,50,c_prune_loro_bce,0.9,23,31,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.9,23,37,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,23,41,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,23,43,0.1111111111111111
covtype_binary_20000,50,c_prune_loro_bce,0.9,29,31,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,29,37,0.02040816326530612
covtype_binary_20000,50,c_prune_loro_bce,0.9,29,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,29,43,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,31,37,0.06382978723404255
covtype_binary_20000,50,c_prune_loro_bce,0.9,31,41,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,31,43,0.030927835051546393
covtype_binary_20000,50,c_prune_loro_bce,0.9,37,41,0.041666666666666664
covtype_binary_20000,50,c_prune_loro_bce,0.9,37,43,0.05263157894736842
covtype_binary_20000,50,c_prune_loro_bce,0.9,41,43,0.030927835051546393
covtype_binary_20000,100,budget_prune,na,1,7,0.19135802469135801
covtype_binary_20000,100,budget_prune,na,1,13,0.2662337662337662
covtype_binary_20000,100,budget_prune,na,1,19,0.2
covtype_binary_20000,100,budget_prune,na,1,23,0.16167664670658682
covtype_binary_20000,100,budget_prune,na,1,29,0.17261904761904762
covtype_binary_20000,100,budget_prune,na,1,31,0.2356687898089172
covtype_binary_20000,100,budget_prune,na,1,37,0.2645161290322581
covtype_binary_20000,100,budget_prune,na,1,41,0.22929936305732485
covtype_binary_20000,100,budget_prune,na,1,43,0.22012578616352202
covtype_binary_20000,100,budget_prune,na,7,13,0.2125
covtype_binary_20000,100,budget_prune,na,7,19,0.13690476190476192
covtype_binary_20000,100,budget_prune,na,7,23,0.10285714285714286
covtype_binary_20000,100,budget_prune,na,7,29,0.15294117647058825
covtype_binary_20000,100,budget_prune,na,7,31,0.22929936305732485
covtype_binary_20000,100,budget_prune,na,7,37,0.21875
covtype_binary_20000,100,budget_prune,na,7,41,0.21518987341772153
covtype_binary_20000,100,budget_prune,na,7,43,0.23717948717948717
covtype_binary_20000,100,budget_prune,na,13,19,0.19135802469135801
covtype_binary_20000,100,budget_prune,na,13,23,0.13372093023255813
covtype_binary_20000,100,budget_prune,na,13,29,0.17857142857142858
covtype_binary_20000,100,budget_prune,na,13,31,0.21875
covtype_binary_20000,100,budget_prune,na,13,37,0.26282051282051283
covtype_binary_20000,100,budget_prune,na,13,41,0.19753086419753085
covtype_binary_20000,100,budget_prune,na,13,43,0.28289473684210525
covtype_binary_20000,100,budget_prune,na,19,23,0.32413793103448274
covtype_binary_20000,100,budget_prune,na,19,29,0.3087248322147651
covtype_binary_20000,100,budget_prune,na,19,31,0.09714285714285714
covtype_binary_20000,100,budget_prune,na,19,37,0.17575757575757575
covtype_binary_20000,100,budget_prune,na,19,41,0.12352941176470589
covtype_binary_20000,100,budget_prune,na,19,43,0.14285714285714285
covtype_binary_20000,100,budget_prune,na,23,29,0.29605263157894735
covtype_binary_20000,100,budget_prune,na,23,31,0.12138728323699421
covtype_binary_20000,100,budget_prune,na,23,37,0.15976331360946747
covtype_binary_20000,100,budget_prune,na,23,41,0.1286549707602339
covtype_binary_20000,100,budget_prune,na,23,43,0.15476190476190477
covtype_binary_20000,100,budget_prune,na,29,31,0.10674157303370786
covtype_binary_20000,100,budget_prune,na,29,37,0.14367816091954022
covtype_binary_20000,100,budget_prune,na,29,41,0.12
covtype_binary_20000,100,budget_prune,na,29,43,0.16568047337278108
covtype_binary_20000,100,budget_prune,na,31,37,0.2645161290322581
covtype_binary_20000,100,budget_prune,na,31,41,0.18404907975460122
covtype_binary_20000,100,budget_prune,na,31,43,0.2679738562091503
covtype_binary_20000,100,budget_prune,na,37,41,0.2111801242236025
covtype_binary_20000,100,budget_prune,na,37,43,0.30666666666666664
covtype_binary_20000,100,budget_prune,na,41,43,0.2532467532467532
covtype_binary_20000,100,loro_bce,na,1,7,0.19760479041916168
covtype_binary_20000,100,loro_bce,na,1,13,0.1695906432748538
covtype_binary_20000,100,loro_bce,na,1,19,0.19760479041916168
covtype_binary_20000,100,loro_bce,na,1,23,0.15606936416184972
covtype_binary_20000,100,loro_bce,na,1,29,0.1695906432748538
covtype_binary_20000,100,loro_bce,na,1,31,0.2345679012345679
covtype_binary_20000,100,loro_bce,na,1,37,0.17647058823529413
covtype_binary_20000,100,loro_bce,na,1,41,0.16279069767441862
covtype_binary_20000,100,loro_bce,na,1,43,0.15606936416184972
covtype_binary_20000,100,loro_bce,na,7,13,0.15606936416184972
covtype_binary_20000,100,loro_bce,na,7,19,0.13636363636363635
covtype_binary_20000,100,loro_bce,na,7,23,0.13636363636363635
covtype_binary_20000,100,loro_bce,na,7,29,0.12994350282485875
covtype_binary_20000,100,loro_bce,na,7,31,0.20481927710843373
covtype_binary_20000,100,loro_bce,na,7,37,0.1695906432748538
covtype_binary_20000,100,loro_bce,na,7,41,0.21951219512195122
covtype_binary_20000,100,loro_bce,na,7,43,0.1695906432748538
covtype_binary_20000,100,loro_bce,na,13,19,0.13636363636363635
covtype_binary_20000,100,loro_bce,na,13,23,0.15606936416184972
covtype_binary_20000,100,loro_bce,na,13,29,0.1111111111111111
covtype_binary_20000,100,loro_bce,na,13,31,0.16279069767441862
covtype_binary_20000,100,loro_bce,na,13,37,0.16279069767441862
covtype_binary_20000,100,loro_bce,na,13,41,0.14285714285714285
covtype_binary_20000,100,loro_bce,na,13,43,0.12994350282485875
covtype_binary_20000,100,loro_bce,na,19,23,0.22699386503067484
covtype_binary_20000,100,loro_bce,na,19,29,0.17647058823529413
covtype_binary_20000,100,loro_bce,na,19,31,0.19047619047619047
covtype_binary_20000,100,loro_bce,na,19,37,0.13636363636363635
covtype_binary_20000,100,loro_bce,na,19,41,0.10497237569060773
covtype_binary_20000,100,loro_bce,na,19,43,0.10497237569060773
covtype_binary_20000,100,loro_bce,na,23,29,0.19760479041916168
covtype_binary_20000,100,loro_bce,na,23,31,0.14285714285714285
covtype_binary_20000,100,loro_bce,na,23,37,0.14942528735632185
covtype_binary_20000,100,loro_bce,na,23,41,0.14942528735632185
covtype_binary_20000,100,loro_bce,na,23,43,0.1695906432748538
covtype_binary_20000,100,loro_bce,na,29,31,0.16279069767441862
covtype_binary_20000,100,loro_bce,na,29,37,0.14942528735632185
covtype_binary_20000,100,loro_bce,na,29,41,0.19047619047619047
covtype_binary_20000,100,loro_bce,na,29,43,0.10497237569060773
covtype_binary_20000,100,loro_bce,na,31,37,0.15606936416184972
covtype_binary_20000,100,loro_bce,na,31,41,0.19047619047619047
covtype_binary_20000,100,loro_bce,na,31,43,0.15606936416184972
covtype_binary_20000,100,loro_bce,na,37,41,0.1695906432748538
covtype_binary_20000,100,loro_bce,na,37,43,0.19047619047619047
covtype_binary_20000,100,loro_bce,na,41,43,0.16279069767441862
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,7,0.05232558139534884
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,13,0.10303030303030303
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,19,0.04375
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,23,0.050955414012738856
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,29,0.07006369426751592
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,31,0.08383233532934131
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,37,0.06875
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,41,0.07100591715976332
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,43,0.07878787878787878
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,13,0.08928571428571429
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,19,0.07006369426751592
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,23,0.08496732026143791
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,29,0.06289308176100629
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,31,0.07692307692307693
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,37,0.06832298136645963
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,41,0.05813953488372093
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,43,0.08484848484848485
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,19,0.06289308176100629
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,23,0.06369426751592357
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,29,0.017964071856287425
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,31,0.08284023668639054
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,37,0.06790123456790123
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,41,0.07017543859649122
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,43,0.07142857142857142
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,23,0.09352517985611511
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,29,0.06896551724137931
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,31,0.05660377358490566
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,37,0.039473684210526314
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,41,0.05
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,43,0.057692307692307696
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,29,0.07746478873239436
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,31,0.07792207792207792
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,37,0.033112582781456956
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,41,0.031055900621118012
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,43,0.07236842105263158
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,31,0.06289308176100629
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,37,0.0392156862745098
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,41,0.049689440993788817
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,43,0.0375
covtype_binary_20000,100,c_prune_loro_bce,0.75,31,37,0.05521472392638037
covtype_binary_20000,100,c_prune_loro_bce,0.75,31,41,0.0963855421686747
covtype_binary_20000,100,c_prune_loro_bce,0.75,31,43,0.06547619047619048
covtype_binary_20000,100,c_prune_loro_bce,0.75,37,41,0.04878048780487805
covtype_binary_20000,100,c_prune_loro_bce,0.75,37,43,0.07643312101910828
covtype_binary_20000,100,c_prune_loro_bce,0.75,41,43,0.06547619047619048
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,7,0.08108108108108109
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,13,0.0989010989010989
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,19,0.06593406593406594
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,23,0.08571428571428572
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,29,0.09090909090909091
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,31,0.09289617486338798
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,37,0.11046511627906977
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,41,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.85,1,43,0.08196721311475409
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,13,0.09289617486338798
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,19,0.096045197740113
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,23,0.09195402298850575
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,29,0.09090909090909091
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,31,0.08695652173913043
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,37,0.07303370786516854
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,41,0.06382978723404255
covtype_binary_20000,100,c_prune_loro_bce,0.85,7,43,0.10614525139664804
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,19,0.07777777777777778
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,23,0.06741573033707865
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,29,0.026737967914438502
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,31,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,37,0.06111111111111111
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,41,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.85,13,43,0.07027027027027027
covtype_binary_20000,100,c_prune_loro_bce,0.85,19,23,0.12195121951219512
covtype_binary_20000,100,c_prune_loro_bce,0.85,19,29,0.07514450867052024
covtype_binary_20000,100,c_prune_loro_bce,0.85,19,31,0.0718232044198895
covtype_binary_20000,100,c_prune_loro_bce,0.85,19,37,0.04519774011299435
covtype_binary_20000,100,c_prune_loro_bce,0.85,19,41,0.07777777777777778
covtype_binary_20000,100,c_prune_loro_bce,0.85,19,43,0.054945054945054944
covtype_binary_20000,100,c_prune_loro_bce,0.85,23,29,0.0963855421686747
covtype_binary_20000,100,c_prune_loro_bce,0.85,23,31,0.1111111111111111
covtype_binary_20000,100,c_prune_loro_bce,0.85,23,37,0.05847953216374269
covtype_binary_20000,100,c_prune_loro_bce,0.85,23,41,0.05555555555555555
covtype_binary_20000,100,c_prune_loro_bce,0.85,23,43,0.08045977011494253
covtype_binary_20000,100,c_prune_loro_bce,0.85,29,31,0.06077348066298342
covtype_binary_20000,100,c_prune_loro_bce,0.85,29,37,0.03977272727272727
covtype_binary_20000,100,c_prune_loro_bce,0.85,29,41,0.054945054945054944
covtype_binary_20000,100,c_prune_loro_bce,0.85,29,43,0.07344632768361582
covtype_binary_20000,100,c_prune_loro_bce,0.85,31,37,0.07909604519774012
covtype_binary_20000,100,c_prune_loro_bce,0.85,31,41,0.09289617486338798
covtype_binary_20000,100,c_prune_loro_bce,0.85,31,43,0.06451612903225806
covtype_binary_20000,100,c_prune_loro_bce,0.85,37,41,0.04945054945054945
covtype_binary_20000,100,c_prune_loro_bce,0.85,37,43,0.08620689655172414
covtype_binary_20000,100,c_prune_loro_bce,0.85,41,43,0.06451612903225806
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,7,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,13,0.08108108108108109
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,19,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,23,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,29,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,31,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,37,0.1111111111111111
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,41,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,1,43,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,13,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,19,0.08108108108108109
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,23,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,29,0.08108108108108109
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,31,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,37,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,41,0.041666666666666664
covtype_binary_20000,100,c_prune_loro_bce,0.9,7,43,0.08695652173913043
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,19,0.0989010989010989
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,23,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,29,0.030927835051546393
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,31,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,37,0.06382978723404255
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,41,0.05263157894736842
covtype_binary_20000,100,c_prune_loro_bce,0.9,13,43,0.04712041884816754
covtype_binary_20000,100,c_prune_loro_bce,0.9,19,23,0.10497237569060773
covtype_binary_20000,100,c_prune_loro_bce,0.9,19,29,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,19,31,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.9,19,37,0.05263157894736842
covtype_binary_20000,100,c_prune_loro_bce,0.9,19,41,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,19,43,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,23,29,0.1111111111111111
covtype_binary_20000,100,c_prune_loro_bce,0.9,23,31,0.08695652173913043
covtype_binary_20000,100,c_prune_loro_bce,0.9,23,37,0.05263157894736842
covtype_binary_20000,100,c_prune_loro_bce,0.9,23,41,0.05263157894736842
covtype_binary_20000,100,c_prune_loro_bce,0.9,23,43,0.0989010989010989
covtype_binary_20000,100,c_prune_loro_bce,0.9,29,31,0.05263157894736842
covtype_binary_20000,100,c_prune_loro_bce,0.9,29,37,0.030927835051546393
covtype_binary_20000,100,c_prune_loro_bce,0.9,29,41,0.03626943005181347
covtype_binary_20000,100,c_prune_loro_bce,0.9,29,43,0.06382978723404255
covtype_binary_20000,100,c_prune_loro_bce,0.9,31,37,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,31,41,0.06951871657754011
covtype_binary_20000,100,c_prune_loro_bce,0.9,31,43,0.0582010582010582
covtype_binary_20000,100,c_prune_loro_bce,0.9,37,41,0.041666666666666664
covtype_binary_20000,100,c_prune_loro_bce,0.9,37,43,0.07526881720430108
covtype_binary_20000,100,c_prune_loro_bce,0.9,41,43,0.05263157894736842
