dataset,seed,budget,method,corr_threshold,n_clusters,effective_selected_rules,f1,roc_auc,pr_auc,fidelity,agreement
breast_cancer,19,25,budget_prune,na,,25,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800033260368726,1.0
breast_cancer,19,25,loro_bce,na,,25,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.01680027554753399,1.0
breast_cancer,19,25,c_prune_loro_bce,0.75,21,21,0.9726027397260274,0.9918981481481481,0.9949436672897247,0.035649870898416355,1.0
breast_cancer,19,25,c_prune_loro_bce,0.85,30,25,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.0168002265179927,1.0
breast_cancer,19,25,c_prune_loro_bce,0.9,43,25,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800347659775273,1.0
breast_cancer,19,25,c_prune_loro_bce,0.95,65,25,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.0168002916910891,1.0
breast_cancer,19,50,budget_prune,na,,50,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800549080548618,1.0
breast_cancer,19,50,loro_bce,na,,50,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800739019154055,1.0
breast_cancer,19,50,c_prune_loro_bce,0.75,21,21,0.9726027397260274,0.9918981481481481,0.9949436672897247,0.035649870898416355,1.0
breast_cancer,19,50,c_prune_loro_bce,0.85,30,30,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800178611029563,1.0
breast_cancer,19,50,c_prune_loro_bce,0.9,43,43,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800452948706975,1.0
breast_cancer,19,50,c_prune_loro_bce,0.95,65,50,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.01680067177583333,1.0
breast_cancer,19,100,budget_prune,na,,100,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.01680129110281897,1.0
breast_cancer,19,100,loro_bce,na,,100,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016801665767333895,1.0
breast_cancer,19,100,c_prune_loro_bce,0.75,21,21,0.9726027397260274,0.9918981481481481,0.9949436672897247,0.035649870898416355,1.0
breast_cancer,19,100,c_prune_loro_bce,0.85,30,30,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800178611029563,1.0
breast_cancer,19,100,c_prune_loro_bce,0.9,43,43,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.016800452948706975,1.0
breast_cancer,19,100,c_prune_loro_bce,0.95,65,65,0.9726027397260274,0.9945436507936508,0.9963621439288672,0.01680062527987558,1.0
breast_cancer,23,25,budget_prune,na,,25,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215723854271256,1.0
breast_cancer,23,25,loro_bce,na,,25,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215778024990864,1.0
breast_cancer,23,25,c_prune_loro_bce,0.75,16,16,0.9577464788732394,0.9923941798941799,0.9953030456433422,0.051908295062317956,0.9736842105263158
breast_cancer,23,25,c_prune_loro_bce,0.85,20,20,0.9577464788732394,0.9923941798941799,0.9953030456433422,0.051908460482316766,0.9736842105263158
breast_cancer,23,25,c_prune_loro_bce,0.9,26,25,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215666990417623,1.0
breast_cancer,23,25,c_prune_loro_bce,0.95,41,25,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215704531379143,1.0
breast_cancer,23,50,budget_prune,na,,50,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215768794474055,1.0
breast_cancer,23,50,loro_bce,na,,50,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215884827222506,1.0
breast_cancer,23,50,c_prune_loro_bce,0.75,16,16,0.9577464788732394,0.9923941798941799,0.9953030456433422,0.051908295062317956,0.9736842105263158
breast_cancer,23,50,c_prune_loro_bce,0.85,20,20,0.9577464788732394,0.9923941798941799,0.9953030456433422,0.051908460482316766,0.9736842105263158
breast_cancer,23,50,c_prune_loro_bce,0.9,26,26,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215657529340018,1.0
breast_cancer,23,50,c_prune_loro_bce,0.95,41,41,0.9793103448275862,0.992063492063492,0.9950927091048807,0.02821564257543849,1.0
breast_cancer,23,100,budget_prune,na,,100,0.9793103448275862,0.992063492063492,0.9950927091048807,0.0282157590968227,1.0
breast_cancer,23,100,loro_bce,na,,100,0.9793103448275862,0.992063492063492,0.9950927091048807,0.02821590788001591,1.0
breast_cancer,23,100,c_prune_loro_bce,0.75,16,16,0.9577464788732394,0.9923941798941799,0.9953030456433422,0.051908295062317956,0.9736842105263158
breast_cancer,23,100,c_prune_loro_bce,0.85,20,20,0.9577464788732394,0.9923941798941799,0.9953030456433422,0.051908460482316766,0.9736842105263158
breast_cancer,23,100,c_prune_loro_bce,0.9,26,26,0.9793103448275862,0.992063492063492,0.9950927091048807,0.028215657529340018,1.0
breast_cancer,23,100,c_prune_loro_bce,0.95,41,41,0.9793103448275862,0.992063492063492,0.9950927091048807,0.02821564257543849,1.0
breast_cancer,29,25,budget_prune,na,,25,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021346834851625748,0.9912280701754386
breast_cancer,29,25,loro_bce,na,,25,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021413504202291316,0.9912280701754386
breast_cancer,29,25,c_prune_loro_bce,0.75,25,25,0.993103448275862,0.9990079365079365,0.9994212218601648,0.04178979859409815,0.9824561403508771
breast_cancer,29,25,c_prune_loro_bce,0.85,37,25,0.993103448275862,0.9990079365079365,0.9994212218601648,0.04179351115709911,0.9824561403508771
breast_cancer,29,25,c_prune_loro_bce,0.9,48,25,0.993103448275862,0.9990079365079365,0.9994212218601648,0.041793404402018536,0.9824561403508771
breast_cancer,29,25,c_prune_loro_bce,0.95,70,25,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021413478780238776,0.9912280701754386
breast_cancer,29,50,budget_prune,na,,50,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021347049145272586,0.9912280701754386
breast_cancer,29,50,loro_bce,na,,50,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021413460354026706,0.9912280701754386
breast_cancer,29,50,c_prune_loro_bce,0.75,25,25,0.993103448275862,0.9990079365079365,0.9994212218601648,0.04178979859409815,0.9824561403508771
breast_cancer,29,50,c_prune_loro_bce,0.85,37,37,0.993103448275862,0.9990079365079365,0.9994212218601648,0.041728908749487585,0.9824561403508771
breast_cancer,29,50,c_prune_loro_bce,0.9,48,48,0.993103448275862,0.9990079365079365,0.9994212218601648,0.041726283917408666,0.9824561403508771
breast_cancer,29,50,c_prune_loro_bce,0.95,70,50,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021413568015744604,0.9912280701754386
breast_cancer,29,100,budget_prune,na,,100,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.021345611095588198,0.9912280701754386
breast_cancer,29,100,loro_bce,na,,100,0.9861111111111112,0.9990079365079365,0.9994317233900567,0.02141238116618542,0.9912280701754386
