dataset,budget,method,corr_threshold,seed_a,seed_b,rule_jaccard,meta_cluster_jaccard
covtype_binary_20000,100,budget_prune,0.75,41,43,0.2532467532467532,1.0
covtype_binary_20000,100,loro_bce,0.75,1,7,0.19760479041916168,0.6666666666666666
covtype_binary_20000,100,loro_bce,0.75,1,13,0.1695906432748538,0.6111111111111112
covtype_binary_20000,100,loro_bce,0.75,1,19,0.19760479041916168,0.5555555555555556
covtype_binary_20000,100,loro_bce,0.75,1,23,0.15606936416184972,0.6875
covtype_binary_20000,100,loro_bce,0.75,1,29,0.1695906432748538,0.4
covtype_binary_20000,100,loro_bce,0.75,1,31,0.2345679012345679,0.7368421052631579
covtype_binary_20000,100,loro_bce,0.75,1,37,0.17647058823529413,0.65
covtype_binary_20000,100,loro_bce,0.75,1,41,0.16279069767441862,0.6
covtype_binary_20000,100,loro_bce,0.75,1,43,0.15606936416184972,0.65
covtype_binary_20000,100,loro_bce,0.75,7,13,0.15606936416184972,0.5263157894736842
covtype_binary_20000,100,loro_bce,0.75,7,19,0.13636363636363635,0.47368421052631576
covtype_binary_20000,100,loro_bce,0.75,7,23,0.13636363636363635,0.5882352941176471
covtype_binary_20000,100,loro_bce,0.75,7,29,0.12994350282485875,0.4
covtype_binary_20000,100,loro_bce,0.75,7,31,0.20481927710843373,0.65
covtype_binary_20000,100,loro_bce,0.75,7,37,0.1695906432748538,0.5714285714285714
covtype_binary_20000,100,loro_bce,0.75,7,41,0.21951219512195122,0.5238095238095238
covtype_binary_20000,100,loro_bce,0.75,7,43,0.1695906432748538,0.65
covtype_binary_20000,100,loro_bce,0.75,13,19,0.13636363636363635,0.5
covtype_binary_20000,100,loro_bce,0.75,13,23,0.15606936416184972,0.625
covtype_binary_20000,100,loro_bce,0.75,13,29,0.1111111111111111,0.42105263157894735
covtype_binary_20000,100,loro_bce,0.75,13,31,0.16279069767441862,0.5238095238095238
covtype_binary_20000,100,loro_bce,0.75,13,37,0.16279069767441862,0.6842105263157895
covtype_binary_20000,100,loro_bce,0.75,13,41,0.14285714285714285,0.47619047619047616
covtype_binary_20000,100,loro_bce,0.75,13,43,0.12994350282485875,0.5238095238095238
covtype_binary_20000,100,loro_bce,0.75,19,23,0.22699386503067484,0.47058823529411764
covtype_binary_20000,100,loro_bce,0.75,19,29,0.17647058823529413,0.5294117647058824
covtype_binary_20000,100,loro_bce,0.75,19,31,0.19047619047619047,0.631578947368421
covtype_binary_20000,100,loro_bce,0.75,19,37,0.13636363636363635,0.47619047619047616
covtype_binary_20000,100,loro_bce,0.75,19,41,0.10497237569060773,0.6666666666666666
covtype_binary_20000,100,loro_bce,0.75,19,43,0.10497237569060773,0.55
covtype_binary_20000,100,loro_bce,0.75,23,29,0.19760479041916168,0.47058823529411764
covtype_binary_20000,100,loro_bce,0.75,23,31,0.14285714285714285,0.5789473684210527
covtype_binary_20000,100,loro_bce,0.75,23,37,0.14942528735632185,0.5789473684210527
covtype_binary_20000,100,loro_bce,0.75,23,41,0.14942528735632185,0.45
covtype_binary_20000,100,loro_bce,0.75,23,43,0.1695906432748538,0.6666666666666666
covtype_binary_20000,100,loro_bce,0.75,29,31,0.16279069767441862,0.4090909090909091
covtype_binary_20000,100,loro_bce,0.75,29,37,0.14942528735632185,0.47619047619047616
covtype_binary_20000,100,loro_bce,0.75,29,41,0.19047619047619047,0.5789473684210527
covtype_binary_20000,100,loro_bce,0.75,29,43,0.10497237569060773,0.55
covtype_binary_20000,100,loro_bce,0.75,31,37,0.15606936416184972,0.6363636363636364
covtype_binary_20000,100,loro_bce,0.75,31,41,0.19047619047619047,0.5909090909090909
covtype_binary_20000,100,loro_bce,0.75,31,43,0.15606936416184972,0.7142857142857143
covtype_binary_20000,100,loro_bce,0.75,37,41,0.1695906432748538,0.5909090909090909
covtype_binary_20000,100,loro_bce,0.75,37,43,0.19047619047619047,0.7142857142857143
covtype_binary_20000,100,loro_bce,0.75,41,43,0.16279069767441862,0.6666666666666666
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,7,0.05232558139534884,0.7692307692307693
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,13,0.10303030303030303,0.6923076923076923
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,19,0.04375,0.6153846153846154
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,23,0.050955414012738856,0.6153846153846154
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,29,0.07006369426751592,0.6153846153846154
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,31,0.08383233532934131,0.7857142857142857
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,37,0.06875,0.6923076923076923
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,41,0.07100591715976332,0.88
covtype_binary_20000,100,c_prune_loro_bce,0.75,1,43,0.07878787878787878,0.7307692307692307
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,13,0.08928571428571429,0.76
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,19,0.07006369426751592,0.6153846153846154
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,23,0.08496732026143791,0.6153846153846154
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,29,0.06289308176100629,0.5555555555555556
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,31,0.07692307692307693,0.7241379310344828
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,37,0.06832298136645963,0.8333333333333334
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,41,0.05813953488372093,0.8076923076923077
covtype_binary_20000,100,c_prune_loro_bce,0.75,7,43,0.08484848484848485,0.8
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,19,0.06289308176100629,0.6666666666666666
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,23,0.06369426751592357,0.7391304347826086
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,29,0.017964071856287425,0.7391304347826086
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,31,0.08284023668639054,0.7777777777777778
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,37,0.06790123456790123,0.8260869565217391
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,41,0.07017543859649122,0.7307692307692307
covtype_binary_20000,100,c_prune_loro_bce,0.75,13,43,0.07142857142857142,0.7916666666666666
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,23,0.09352517985611511,0.6521739130434783
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,29,0.06896551724137931,0.7272727272727273
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,31,0.05660377358490566,0.5333333333333333
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,37,0.039473684210526314,0.6
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,41,0.05,0.5925925925925926
covtype_binary_20000,100,c_prune_loro_bce,0.75,19,43,0.057692307692307696,0.5769230769230769
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,29,0.07746478873239436,0.8095238095238095
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,31,0.07792207792207792,0.5862068965517241
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,37,0.033112582781456956,0.6666666666666666
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,41,0.031055900621118012,0.5925925925925926
covtype_binary_20000,100,c_prune_loro_bce,0.75,23,43,0.07236842105263158,0.64
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,31,0.06289308176100629,0.5862068965517241
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,37,0.0392156862745098,0.6
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,41,0.049689440993788817,0.5925925925925926
covtype_binary_20000,100,c_prune_loro_bce,0.75,29,43,0.0375,0.64
covtype_binary_20000,100,c_prune_loro_bce,0.75,31,37,0.05521472392638037,0.7142857142857143
covtype_binary_20000,100,c_prune_loro_bce,0.75,31,41,0.0963855421686747,0.8214285714285714
covtype_binary_20000,100,c_prune_loro_bce,0.75,31,43,0.06547619047619048,0.75
covtype_binary_20000,100,c_prune_loro_bce,0.75,37,41,0.04878048780487805,0.7307692307692307
covtype_binary_20000,100,c_prune_loro_bce,0.75,37,43,0.07643312101910828,0.72
covtype_binary_20000,100,c_prune_loro_bce,0.75,41,43,0.06547619047619048,0.84
covtype_binary_20000,25,budget_prune,0.85,1,7,0.25,0.625
covtype_binary_20000,25,budget_prune,0.85,1,13,0.19047619047619047,0.5555555555555556
covtype_binary_20000,25,budget_prune,0.85,1,19,0.1111111111111111,0.5555555555555556
covtype_binary_20000,25,budget_prune,0.85,1,23,0.08695652173913043,0.4444444444444444
covtype_binary_20000,25,budget_prune,0.85,1,29,0.06382978723404255,0.3333333333333333
covtype_binary_20000,25,budget_prune,0.85,1,31,0.19047619047619047,0.625
covtype_binary_20000,25,budget_prune,0.85,1,37,0.13636363636363635,0.5555555555555556
covtype_binary_20000,25,budget_prune,0.85,1,41,0.21951219512195122,0.625
covtype_binary_20000,25,budget_prune,0.85,1,43,0.13636363636363635,0.5
covtype_binary_20000,25,budget_prune,0.85,7,13,0.16279069767441862,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,7,19,0.13636363636363635,0.375
covtype_binary_20000,25,budget_prune,0.85,7,23,0.08695652173913043,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,7,29,0.13636363636363635,0.5
covtype_binary_20000,25,budget_prune,0.85,7,31,0.16279069767441862,0.6666666666666666
covtype_binary_20000,25,budget_prune,0.85,7,37,0.1111111111111111,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,7,41,0.35135135135135137,1.0
covtype_binary_20000,25,budget_prune,0.85,7,43,0.13636363636363635,0.8
covtype_binary_20000,25,budget_prune,0.85,13,19,0.06382978723404255,0.3333333333333333
covtype_binary_20000,25,budget_prune,0.85,13,23,0.06382978723404255,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,13,29,0.02040816326530612,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,13,31,0.21951219512195122,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,13,37,0.16279069767441862,0.7142857142857143
covtype_binary_20000,25,budget_prune,0.85,13,41,0.1111111111111111,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,13,43,0.21951219512195122,0.6666666666666666
covtype_binary_20000,25,budget_prune,0.85,19,23,0.25,0.375
covtype_binary_20000,25,budget_prune,0.85,19,29,0.25,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,19,31,0.08695652173913043,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,19,37,0.19047619047619047,0.5
covtype_binary_20000,25,budget_prune,0.85,19,41,0.041666666666666664,0.375
covtype_binary_20000,25,budget_prune,0.85,19,43,0.16279069767441862,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,23,29,0.3888888888888889,0.5
covtype_binary_20000,25,budget_prune,0.85,23,31,0.041666666666666664,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,23,37,0.08695652173913043,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,23,41,0.16279069767441862,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,23,43,0.08695652173913043,0.5
covtype_binary_20000,25,budget_prune,0.85,29,31,0.06382978723404255,0.5
covtype_binary_20000,25,budget_prune,0.85,29,37,0.16279069767441862,0.42857142857142855
covtype_binary_20000,25,budget_prune,0.85,29,41,0.13636363636363635,0.5
covtype_binary_20000,25,budget_prune,0.85,29,43,0.21951219512195122,0.6
covtype_binary_20000,25,budget_prune,0.85,31,37,0.13636363636363635,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,31,41,0.1111111111111111,0.6666666666666666
covtype_binary_20000,25,budget_prune,0.85,31,43,0.21951219512195122,0.8
covtype_binary_20000,25,budget_prune,0.85,37,41,0.08695652173913043,0.5714285714285714
covtype_binary_20000,25,budget_prune,0.85,37,43,0.28205128205128205,0.6666666666666666
covtype_binary_20000,25,budget_prune,0.85,41,43,0.1111111111111111,0.8
covtype_binary_20000,25,loro_bce,0.85,1,7,0.19047619047619047,0.7142857142857143
covtype_binary_20000,25,loro_bce,0.85,1,13,0.28205128205128205,0.7142857142857143
covtype_binary_20000,25,loro_bce,0.85,1,19,0.13636363636363635,0.6
covtype_binary_20000,25,loro_bce,0.85,1,23,0.13636363636363635,0.5
covtype_binary_20000,25,loro_bce,0.85,1,29,0.1111111111111111,0.6
covtype_binary_20000,25,loro_bce,0.85,1,31,0.16279069767441862,0.7777777777777778
covtype_binary_20000,25,loro_bce,0.85,1,37,0.25,0.625
covtype_binary_20000,25,loro_bce,0.85,1,41,0.19047619047619047,0.6666666666666666
covtype_binary_20000,25,loro_bce,0.85,1,43,0.25,0.6666666666666666
covtype_binary_20000,25,loro_bce,0.85,7,13,0.25,1.0
covtype_binary_20000,25,loro_bce,0.85,7,19,0.08695652173913043,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,7,23,0.08695652173913043,0.625
covtype_binary_20000,25,loro_bce,0.85,7,29,0.08695652173913043,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,7,31,0.08695652173913043,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,7,37,0.25,0.8333333333333334
covtype_binary_20000,25,loro_bce,0.85,7,41,0.35135135135135137,0.625
covtype_binary_20000,25,loro_bce,0.85,7,43,0.19047619047619047,0.625
covtype_binary_20000,25,loro_bce,0.85,13,19,0.08695652173913043,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,13,23,0.1111111111111111,0.625
covtype_binary_20000,25,loro_bce,0.85,13,29,0.1111111111111111,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,13,31,0.19047619047619047,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,13,37,0.16279069767441862,0.8333333333333334
covtype_binary_20000,25,loro_bce,0.85,13,41,0.21951219512195122,0.625
covtype_binary_20000,25,loro_bce,0.85,13,43,0.1111111111111111,0.625
covtype_binary_20000,25,loro_bce,0.85,19,23,0.16279069767441862,0.5454545454545454
covtype_binary_20000,25,loro_bce,0.85,19,29,0.041666666666666664,0.6363636363636364
covtype_binary_20000,25,loro_bce,0.85,19,31,0.08695652173913043,0.5
covtype_binary_20000,25,loro_bce,0.85,19,37,0.08695652173913043,0.5
covtype_binary_20000,25,loro_bce,0.85,19,41,0.041666666666666664,0.4166666666666667
covtype_binary_20000,25,loro_bce,0.85,19,43,0.06382978723404255,0.4166666666666667
covtype_binary_20000,25,loro_bce,0.85,23,29,0.1111111111111111,0.7
covtype_binary_20000,25,loro_bce,0.85,23,31,0.06382978723404255,0.4166666666666667
covtype_binary_20000,25,loro_bce,0.85,23,37,0.02040816326530612,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,23,41,0.08695652173913043,0.45454545454545453
covtype_binary_20000,25,loro_bce,0.85,23,43,0.06382978723404255,0.45454545454545453
covtype_binary_20000,25,loro_bce,0.85,29,31,0.02040816326530612,0.5
covtype_binary_20000,25,loro_bce,0.85,29,37,0.06382978723404255,0.6666666666666666
covtype_binary_20000,25,loro_bce,0.85,29,41,0.13636363636363635,0.4166666666666667
covtype_binary_20000,25,loro_bce,0.85,29,43,0.041666666666666664,0.4166666666666667
covtype_binary_20000,25,loro_bce,0.85,31,37,0.19047619047619047,0.5
covtype_binary_20000,25,loro_bce,0.85,31,41,0.13636363636363635,0.7
covtype_binary_20000,25,loro_bce,0.85,31,43,0.16279069767441862,0.5454545454545454
covtype_binary_20000,25,loro_bce,0.85,37,41,0.3157894736842105,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,37,43,0.21951219512195122,0.5555555555555556
covtype_binary_20000,25,loro_bce,0.85,41,43,0.16279069767441862,0.6
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,7,0.02040816326530612,0.3333333333333333
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,13,0.0,0.30434782608695654
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,19,0.041666666666666664,0.43478260869565216
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,23,0.0,0.36363636363636365
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,29,0.06382978723404255,0.2727272727272727
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,31,0.0,0.375
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,37,0.08695652173913043,0.391304347826087
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,41,0.02040816326530612,0.2692307692307692
covtype_binary_20000,25,c_prune_loro_bce,0.85,1,43,0.041666666666666664,0.3076923076923077
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,13,0.02040816326530612,0.21739130434782608
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,19,0.041666666666666664,0.2916666666666667
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,23,0.041666666666666664,0.3333333333333333
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,29,0.06382978723404255,0.18181818181818182
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,31,0.02040816326530612,0.4090909090909091
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,37,0.0,0.30434782608695654
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,41,0.0,0.34782608695652173
covtype_binary_20000,25,c_prune_loro_bce,0.85,7,43,0.06382978723404255,0.28
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,19,0.041666666666666664,0.3181818181818182
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,23,0.02040816326530612,0.4444444444444444
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,29,0.0,0.4117647058823529
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,31,0.02040816326530612,0.3181818181818182
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,37,0.0,0.4
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,41,0.041666666666666664,0.3181818181818182
covtype_binary_20000,25,c_prune_loro_bce,0.85,13,43,0.02040816326530612,0.2
covtype_binary_20000,25,c_prune_loro_bce,0.85,19,23,0.08695652173913043,0.45
covtype_binary_20000,25,c_prune_loro_bce,0.85,19,29,0.0,0.42105263157894735
covtype_binary_20000,25,c_prune_loro_bce,0.85,19,31,0.02040816326530612,0.23076923076923078
covtype_binary_20000,25,c_prune_loro_bce,0.85,19,37,0.0,0.47619047619047616
covtype_binary_20000,25,c_prune_loro_bce,0.85,19,41,0.0,0.23076923076923078
covtype_binary_20000,25,c_prune_loro_bce,0.85,19,43,0.0,0.2692307692307692
covtype_binary_20000,25,c_prune_loro_bce,0.85,23,29,0.06382978723404255,0.4117647058823529
covtype_binary_20000,25,c_prune_loro_bce,0.85,23,31,0.02040816326530612,0.3181818181818182
covtype_binary_20000,25,c_prune_loro_bce,0.85,23,37,0.0,0.47368421052631576
covtype_binary_20000,25,c_prune_loro_bce,0.85,23,41,0.02040816326530612,0.20833333333333334
covtype_binary_20000,25,c_prune_loro_bce,0.85,23,43,0.06382978723404255,0.30434782608695654
covtype_binary_20000,25,c_prune_loro_bce,0.85,29,31,0.08695652173913043,0.22727272727272727
covtype_binary_20000,25,c_prune_loro_bce,0.85,29,37,0.02040816326530612,0.3684210526315789
covtype_binary_20000,25,c_prune_loro_bce,0.85,29,41,0.06382978723404255,0.2857142857142857
covtype_binary_20000,25,c_prune_loro_bce,0.85,29,43,0.041666666666666664,0.21739130434782608
covtype_binary_20000,25,c_prune_loro_bce,0.85,31,37,0.041666666666666664,0.34782608695652173
covtype_binary_20000,25,c_prune_loro_bce,0.85,31,41,0.041666666666666664,0.45454545454545453
covtype_binary_20000,25,c_prune_loro_bce,0.85,31,43,0.041666666666666664,0.32
covtype_binary_20000,25,c_prune_loro_bce,0.85,37,41,0.041666666666666664,0.2916666666666667
covtype_binary_20000,25,c_prune_loro_bce,0.85,37,43,0.06382978723404255,0.45454545454545453
covtype_binary_20000,25,c_prune_loro_bce,0.85,41,43,0.06382978723404255,0.32
covtype_binary_20000,50,budget_prune,0.85,1,7,0.20987654320987653,0.5333333333333333
covtype_binary_20000,50,budget_prune,0.85,1,13,0.2857142857142857,0.42857142857142855
covtype_binary_20000,50,budget_prune,0.85,1,19,0.13793103448275862,0.5
covtype_binary_20000,50,budget_prune,0.85,1,23,0.125,0.6153846153846154
covtype_binary_20000,50,budget_prune,0.85,1,29,0.13793103448275862,0.42857142857142855
covtype_binary_20000,50,budget_prune,0.85,1,31,0.2073170731707317,0.4166666666666667
covtype_binary_20000,50,budget_prune,0.85,1,37,0.1927710843373494,0.46153846153846156
covtype_binary_20000,50,budget_prune,0.85,1,41,0.1927710843373494,0.5833333333333334
covtype_binary_20000,50,budget_prune,0.85,1,43,0.2073170731707317,0.6153846153846154
covtype_binary_20000,50,budget_prune,0.85,7,13,0.17857142857142858,0.4
covtype_binary_20000,50,budget_prune,0.85,7,19,0.13793103448275862,0.5625
covtype_binary_20000,50,budget_prune,0.85,7,23,0.08791208791208792,0.6923076923076923
covtype_binary_20000,50,budget_prune,0.85,7,29,0.08791208791208792,0.6153846153846154
covtype_binary_20000,50,budget_prune,0.85,7,31,0.16470588235294117,0.38461538461538464
covtype_binary_20000,50,budget_prune,0.85,7,37,0.1927710843373494,0.42857142857142855
covtype_binary_20000,50,budget_prune,0.85,7,41,0.17857142857142858,0.6666666666666666
covtype_binary_20000,50,budget_prune,0.85,7,43,0.1511627906976744,0.4666666666666667
covtype_binary_20000,50,budget_prune,0.85,13,19,0.14942528735632185,0.4666666666666667
covtype_binary_20000,50,budget_prune,0.85,13,23,0.16279069767441862,0.46153846153846156
covtype_binary_20000,50,budget_prune,0.85,13,29,0.14942528735632185,0.6363636363636364
covtype_binary_20000,50,budget_prune,0.85,13,31,0.2345679012345679,0.5
covtype_binary_20000,50,budget_prune,0.85,13,37,0.2345679012345679,0.7
covtype_binary_20000,50,budget_prune,0.85,13,41,0.17647058823529413,0.5454545454545454
covtype_binary_20000,50,budget_prune,0.85,13,43,0.2987012987012987,0.46153846153846156
covtype_binary_20000,50,budget_prune,0.85,19,23,0.3333333333333333,0.5333333333333333
covtype_binary_20000,50,budget_prune,0.85,19,29,0.2987012987012987,0.375
covtype_binary_20000,50,budget_prune,0.85,19,31,0.07526881720430108,0.46153846153846156
covtype_binary_20000,50,budget_prune,0.85,19,37,0.17647058823529413,0.5
covtype_binary_20000,50,budget_prune,0.85,19,41,0.08695652173913043,0.4
covtype_binary_20000,50,budget_prune,0.85,19,43,0.12359550561797752,0.35294117647058826
covtype_binary_20000,50,budget_prune,0.85,23,29,0.35135135135135137,0.7272727272727273
covtype_binary_20000,50,budget_prune,0.85,23,31,0.07526881720430108,0.3333333333333333
covtype_binary_20000,50,budget_prune,0.85,23,37,0.13636363636363635,0.5
covtype_binary_20000,50,budget_prune,0.85,23,41,0.16279069767441862,0.6363636363636364
covtype_binary_20000,50,budget_prune,0.85,23,43,0.1111111111111111,0.5384615384615384
covtype_binary_20000,50,budget_prune,0.85,29,31,0.0989010989010989,0.36363636363636365
covtype_binary_20000,50,budget_prune,0.85,29,37,0.17647058823529413,0.5454545454545454
covtype_binary_20000,50,budget_prune,0.85,29,41,0.08695652173913043,0.5454545454545454
covtype_binary_20000,50,budget_prune,0.85,29,43,0.13636363636363635,0.5833333333333334
covtype_binary_20000,50,budget_prune,0.85,31,37,0.20481927710843373,0.4
covtype_binary_20000,50,budget_prune,0.85,31,41,0.13636363636363635,0.4
covtype_binary_20000,50,budget_prune,0.85,31,43,0.20481927710843373,0.3333333333333333
covtype_binary_20000,50,budget_prune,0.85,37,41,0.16279069767441862,0.6
covtype_binary_20000,50,budget_prune,0.85,37,43,0.25,0.5
covtype_binary_20000,50,budget_prune,0.85,41,43,0.13636363636363635,0.5
covtype_binary_20000,50,loro_bce,0.85,1,7,0.14942528735632185,0.6875
covtype_binary_20000,50,loro_bce,0.85,1,13,0.21951219512195122,0.5714285714285714
covtype_binary_20000,50,loro_bce,0.85,1,19,0.08695652173913043,0.5
covtype_binary_20000,50,loro_bce,0.85,1,23,0.07526881720430108,0.5
covtype_binary_20000,50,loro_bce,0.85,1,29,0.08695652173913043,0.3684210526315789
covtype_binary_20000,50,loro_bce,0.85,1,31,0.21951219512195122,0.55
covtype_binary_20000,50,loro_bce,0.85,1,37,0.14942528735632185,0.4
covtype_binary_20000,50,loro_bce,0.85,1,41,0.13636363636363635,0.47368421052631576
covtype_binary_20000,50,loro_bce,0.85,1,43,0.14942528735632185,0.5263157894736842
covtype_binary_20000,50,loro_bce,0.85,7,13,0.14942528735632185,0.6153846153846154
covtype_binary_20000,50,loro_bce,0.85,7,19,0.07526881720430108,0.5294117647058824
covtype_binary_20000,50,loro_bce,0.85,7,23,0.06382978723404255,0.4444444444444444
covtype_binary_20000,50,loro_bce,0.85,7,29,0.1111111111111111,0.3157894736842105
covtype_binary_20000,50,loro_bce,0.85,7,31,0.08695652173913043,0.6666666666666666
covtype_binary_20000,50,loro_bce,0.85,7,37,0.21951219512195122,0.35
covtype_binary_20000,50,loro_bce,0.85,7,41,0.26582278481012656,0.5882352941176471
covtype_binary_20000,50,loro_bce,0.85,7,43,0.13636363636363635,0.47368421052631576
covtype_binary_20000,50,loro_bce,0.85,13,19,0.08695652173913043,0.4
covtype_binary_20000,50,loro_bce,0.85,13,23,0.07526881720430108,0.5
covtype_binary_20000,50,loro_bce,0.85,13,29,0.07526881720430108,0.42857142857142855
covtype_binary_20000,50,loro_bce,0.85,13,31,0.13636363636363635,0.47058823529411764
covtype_binary_20000,50,loro_bce,0.85,13,37,0.14942528735632185,0.375
covtype_binary_20000,50,loro_bce,0.85,13,41,0.13636363636363635,0.4666666666666667
covtype_binary_20000,50,loro_bce,0.85,13,43,0.08695652173913043,0.4375
covtype_binary_20000,50,loro_bce,0.85,19,23,0.13636363636363635,0.5294117647058824
covtype_binary_20000,50,loro_bce,0.85,19,29,0.06382978723404255,0.3888888888888889
covtype_binary_20000,50,loro_bce,0.85,19,31,0.08695652173913043,0.36363636363636365
covtype_binary_20000,50,loro_bce,0.85,19,37,0.06382978723404255,0.42105263157894735
covtype_binary_20000,50,loro_bce,0.85,19,41,0.07526881720430108,0.5
covtype_binary_20000,50,loro_bce,0.85,19,43,0.06382978723404255,0.4
covtype_binary_20000,50,loro_bce,0.85,23,29,0.13636363636363635,0.5625
covtype_binary_20000,50,loro_bce,0.85,23,31,0.06382978723404255,0.30434782608695654
covtype_binary_20000,50,loro_bce,0.85,23,37,0.05263157894736842,0.42105263157894735
covtype_binary_20000,50,loro_bce,0.85,23,41,0.07526881720430108,0.42105263157894735
covtype_binary_20000,50,loro_bce,0.85,23,43,0.06382978723404255,0.47368421052631576
covtype_binary_20000,50,loro_bce,0.85,29,31,0.06382978723404255,0.2608695652173913
covtype_binary_20000,50,loro_bce,0.85,29,37,0.12359550561797752,0.5294117647058824
covtype_binary_20000,50,loro_bce,0.85,29,41,0.12359550561797752,0.3684210526315789
covtype_binary_20000,50,loro_bce,0.85,29,43,0.05263157894736842,0.35
covtype_binary_20000,50,loro_bce,0.85,31,37,0.12359550561797752,0.2916666666666667
covtype_binary_20000,50,loro_bce,0.85,31,41,0.0989010989010989,0.47619047619047616
covtype_binary_20000,50,loro_bce,0.85,31,43,0.0989010989010989,0.45454545454545453
covtype_binary_20000,50,loro_bce,0.85,37,41,0.21951219512195122,0.3333333333333333
covtype_binary_20000,50,loro_bce,0.85,37,43,0.14942528735632185,0.3181818181818182
covtype_binary_20000,50,loro_bce,0.85,41,43,0.12359550561797752,0.45
covtype_binary_20000,50,c_prune_loro_bce,0.85,1,7,0.05263157894736842,0.4838709677419355
covtype_binary_20000,50,c_prune_loro_bce,0.85,1,13,0.06382978723404255,0.41379310344827586
covtype_binary_20000,50,c_prune_loro_bce,0.85,1,19,0.041666666666666664,0.5769230769230769
covtype_binary_20000,50,c_prune_loro_bce,0.85,1,23,0.05263157894736842,0.5
