bootstrap_iter,seed,budget,method,f1,roc_auc,pr_auc,fidelity,agreement,effective_selected_rules
2,19,25,c_prune_loro_bce,0.7592783505154639,0.8232635397123201,0.795341773084244,0.056146105464353405,0.97275,25
2,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.20275832034295463,0.69925,50
2,19,50,loro_bce,0.767808047988003,0.8331442151344591,0.7999271547303024,0.05550389333913874,0.9515,50
2,19,50,c_prune_loro_bce,0.7712937670722623,0.8415889931207005,0.8126775064141435,0.05737632440915032,0.9435,50
2,19,100,budget_prune,0.7686235816477553,0.8328517823639774,0.7969595385735686,0.06731667091530827,0.93225,100
2,19,100,loro_bce,0.7669021190716448,0.8361478424015011,0.8046762671394928,0.054529691229394425,0.95875,100
2,19,100,c_prune_loro_bce,0.7710245596626147,0.8422849280800501,0.813606994112862,0.0604743560342539,0.94,76
2,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.23479873858956096,0.63275,25
2,23,25,loro_bce,0.7612053684477083,0.8408155096935586,0.816449523240124,0.06468717216955021,0.92725,25
2,23,25,c_prune_loro_bce,0.7624473619024028,0.8443854909318323,0.8168508928283511,0.04941940091589812,0.94925,25
2,23,50,budget_prune,0.6641179683233206,0.7580475297060664,0.7596810376221044,0.19038145215095387,0.758,50
2,23,50,loro_bce,0.7673328398717,0.8465215759849907,0.8210483981804811,0.051398837803412395,0.94925,50
2,23,50,c_prune_loro_bce,0.7743677878713479,0.8536510318949343,0.8257651511076787,0.03516973571922367,0.96525,50
2,23,100,budget_prune,0.7709772951628825,0.8475457160725453,0.823503275845927,0.05097198974114383,0.9525,100
2,23,100,loro_bce,0.7687761635065254,0.8495952470293934,0.8243904775166955,0.04507067086322232,0.95275,100
2,23,100,c_prune_loro_bce,0.7776955341722182,0.8558879299562228,0.8297818459921186,0.039065600077156724,0.96025,75
2,29,25,budget_prune,0.37735849056603776,0.6052285178236397,0.6175867313439921,0.23217418956303076,0.54825,25
2,29,25,loro_bce,0.7703957010258915,0.8278183864915573,0.7872411314028808,0.058193218268542034,0.94025,25
2,29,25,c_prune_loro_bce,0.7790499390986602,0.8343459662288931,0.7880583068020851,0.041861232240237335,0.971,25
2,29,50,budget_prune,0.7707196029776675,0.8282641651031897,0.7855833118084197,0.05736537903225247,0.93825,50
2,29,50,loro_bce,0.7829076620825147,0.8381220762976859,0.8018149061873929,0.03685347355003877,0.97225,50
2,29,50,c_prune_loro_bce,0.781973203410475,0.8402068792995623,0.7963720707125636,0.03356984941206681,0.9705,50
2,29,100,budget_prune,0.7830119599707103,0.8372913070669169,0.7951242676851015,0.03996837836455414,0.9625,100
2,29,100,loro_bce,0.7839220462850183,0.8402669168230144,0.8003283881702605,0.033425590223888677,0.975,100
2,29,100,c_prune_loro_bce,0.7861328125,0.8435939962476549,0.800887904919219,0.038227660374015426,0.96475,78
3,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.24242787481955294,0.5895,25
3,19,25,loro_bce,0.758137205808713,0.8245931207004378,0.7917897799527339,0.07896346917846421,0.92975,25
3,19,25,c_prune_loro_bce,0.7660862982588947,0.8325243277048154,0.8021214175577198,0.0535952600576663,0.9635,25
3,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.20275832036827804,0.69925,50
3,19,50,loro_bce,0.7666499749624437,0.832676923076923,0.7999257116808086,0.05518541790566366,0.95375,50
3,19,50,c_prune_loro_bce,0.7712937670722623,0.8412002501563476,0.8125398850026913,0.057736591459956826,0.9445,50
3,19,100,budget_prune,0.7687376725838264,0.8327347091932458,0.7966341649671663,0.06745082763354389,0.93225,100
3,19,100,loro_bce,0.7659681898510478,0.8360637898686678,0.8055981109717434,0.05448899932307515,0.9595,100
3,19,100,c_prune_loro_bce,0.7717821782178218,0.8431974984365229,0.8117020995343875,0.05962100345766882,0.93875,78
3,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.23479873864650647,0.63275,25
3,23,25,loro_bce,0.7635270541082164,0.8429836147592245,0.8184346948040846,0.06130061152227238,0.94,25
3,23,25,c_prune_loro_bce,0.7627494456762749,0.8448042526579111,0.8182562885504117,0.049531348527949416,0.94825,25
3,23,50,budget_prune,0.6641179683233206,0.7580475297060664,0.7596810376221044,0.19038145199082798,0.758,50
3,23,50,loro_bce,0.7675622381069755,0.8461033145716073,0.8202394264761586,0.05060316851811461,0.94875,50
3,23,50,c_prune_loro_bce,0.7741777123220422,0.8538469043151969,0.8264292902118593,0.035090115711379925,0.966,50
3,23,100,budget_prune,0.7715836211149482,0.8475677298311443,0.8235124498680405,0.05098426721904734,0.953,100
3,23,100,loro_bce,0.7706286836935167,0.8496602876798,0.8249610194832819,0.04565762817987178,0.954,100
3,23,100,c_prune_loro_bce,0.7790611943966577,0.8562606629143215,0.8300082208931698,0.04040053563849764,0.96075,76
3,29,25,budget_prune,0.37735849056603776,0.6052285178236397,0.6175867313439921,0.23217419000450934,0.54825,25
3,29,25,loro_bce,0.7702471250305848,0.8296950594121325,0.7894513702654135,0.05566021269605906,0.944,25
3,29,25,c_prune_loro_bce,0.7823972769268174,0.8371537210756722,0.7940628286425204,0.03780222660793967,0.971,25
3,29,50,budget_prune,0.7707196029776675,0.8282641651031897,0.7855833118084197,0.057365379208932234,0.93825,50
3,29,50,loro_bce,0.7837771805521623,0.8392555347091931,0.8023441198264025,0.03232198875602284,0.975,50
3,29,50,c_prune_loro_bce,0.7844764461801318,0.8411294559099436,0.7965756055637804,0.035546272939721804,0.969,50
3,29,100,budget_prune,0.7829059829059829,0.8373683552220139,0.7949412206366843,0.04019602932819228,0.9615,100
3,29,100,loro_bce,0.7837969741337237,0.8401703564727955,0.7996141677394351,0.032044199003506954,0.97525,100
3,29,100,c_prune_loro_bce,0.7853479853479853,0.8437976235146966,0.8013004495212424,0.03784903057262379,0.965,79
4,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.24242787481952963,0.5895,25
4,19,25,loro_bce,0.7478260869565218,0.817944215134459,0.782514097027287,0.10285187340324219,0.86675,25
4,19,25,c_prune_loro_bce,0.7651648628240624,0.8318676672920575,0.80281239152536,0.05703648567621224,0.9545,25
4,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.20275832034704094,0.69925,50
4,19,50,loro_bce,0.7678839419709855,0.8328117573483427,0.799602624076665,0.05508246837383761,0.95275,50
4,19,50,c_prune_loro_bce,0.7690007475703962,0.8402816760475298,0.8091936358553002,0.05613300929931472,0.949,50
4,19,100,budget_prune,0.7684340320591861,0.8328450281425891,0.7969655728284568,0.06726753054097429,0.932,100
4,19,100,loro_bce,0.7656565656565657,0.8360948092557849,0.8056751284337692,0.054469011512681575,0.95975,100
4,19,100,c_prune_loro_bce,0.7726027397260274,0.8422681676047529,0.8111581988822093,0.059132452511207516,0.9455,77
4,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.23479873854259295,0.63275,25
4,23,25,loro_bce,0.7612053684477083,0.8408155096935586,0.816449523240124,0.06468717185145033,0.92725,25
4,23,25,c_prune_loro_bce,0.7645017352503718,0.8449165728580363,0.8182912622233314,0.04939854717850365,0.9515,25
4,23,50,budget_prune,0.6641179683233206,0.7580475297060664,0.7596810376221044,0.19038145204697776,0.758,50
4,23,50,loro_bce,0.7673328398717,0.8465215759849907,0.8210483981804811,0.05139883780698356,0.94925,50
4,23,50,c_prune_loro_bce,0.7760608290409615,0.8539587242026268,0.8257929277397753,0.03680103384820146,0.96575,50
4,23,100,budget_prune,0.7709772951628825,0.8475457160725453,0.823503275845927,0.050971991236095165,0.9525,100
4,23,100,loro_bce,0.7700640078778926,0.8495677298311444,0.8241892309569226,0.04490592293442104,0.9545,100
4,23,100,c_prune_loro_bce,0.7783783783783784,0.8555457160725455,0.8286625694556685,0.03889827611284286,0.963,75
4,29,25,budget_prune,0.37735849056603776,0.6052285178236397,0.6175867313439921,0.23217418956303076,0.54825,25
4,29,25,loro_bce,0.7695694716242661,0.8278531582238898,0.7874105908900135,0.05833438352123814,0.93925,25
4,29,25,c_prune_loro_bce,0.7815474737612887,0.8373295809881176,0.794101050751527,0.036575442218956325,0.9695,25
4,29,50,budget_prune,0.7708333333333334,0.8287169480925578,0.7866612026598356,0.05508791085158235,0.93925,50
4,29,50,loro_bce,0.7843711843711844,0.8393010631644777,0.8022010750889917,0.03238132837656588,0.9755,50
4,29,50,c_prune_loro_bce,0.7816764132553606,0.8404347717323327,0.7967788720109071,0.03316350002647591,0.97025,50
4,29,100,budget_prune,0.7825237979009031,0.8373911194496559,0.7951866504369712,0.04020285113301111,0.962,100
4,29,100,loro_bce,0.7837969741337237,0.8401688555347092,0.7996115766576941,0.03204438301659834,0.97525,100
4,29,100,c_prune_loro_bce,0.78564453125,0.8436072545340839,0.8007645604235544,0.03820157976198549,0.96525,78
5,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.24242787481952963,0.5895,25
5,19,25,loro_bce,0.7586379569354031,0.8245801125703565,0.7917784374784672,0.07885368428760185,0.92875,25
5,19,25,c_prune_loro_bce,0.7647058823529411,0.8237848655409632,0.8004176758816667,0.055753708269891594,0.97025,25
5,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.2027583203210043,0.69925,50
5,19,50,loro_bce,0.7639484978540773,0.8319427141963727,0.7980861258026866,0.058745782231984504,0.953,50
5,19,50,c_prune_loro_bce,0.7707920792079208,0.8418746716697936,0.8124784860966201,0.05645793093095966,0.94275,50
5,19,100,budget_prune,0.7684340320591861,0.8326921826141338,0.7966557619155499,0.06767881214579685,0.9315,100
5,19,100,loro_bce,0.7664731128502903,0.8363202001250781,0.8059699988457525,0.054335471914334174,0.959,100
5,19,100,c_prune_loro_bce,0.7722428748451053,0.8438816760475297,0.8139188462295573,0.060066909515431456,0.9415,78
5,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.23479873864146977,0.63275,25
5,23,25,loro_bce,0.7612053684477083,0.8408155096935586,0.816449523240124,0.06468717216955021,0.92725,25
5,23,25,c_prune_loro_bce,0.7624720774385704,0.8455294559099438,0.8213024711264749,0.051618268559653034,0.94625,25
5,23,50,budget_prune,0.6604955077593248,0.7579084427767355,0.7591132256504178,0.1902771298254359,0.75825,50
5,23,50,loro_bce,0.7673328398717,0.8465215759849907,0.8210483981804811,0.05139883783205861,0.94925,50
5,23,50,c_prune_loro_bce,0.7761706300563864,0.8538734208880551,0.8253942697675667,0.037355540990229155,0.96425,50
5,23,100,budget_prune,0.7715836211149482,0.8475677298311443,0.8235124498680405,0.050984267868679434,0.953,100
5,23,100,loro_bce,0.7706286836935167,0.8496605378361475,0.8249550464716497,0.04565852397621293,0.954,100
5,23,100,c_prune_loro_bce,0.7770951093634799,0.8554358974358975,0.8282437325633917,0.039673481020826,0.96125,75
5,29,25,budget_prune,0.37735849056603776,0.6052285178236397,0.6175867313439921,0.23217419002102604,0.54825,25
5,29,25,loro_bce,0.7695694716242661,0.8278531582238898,0.7874105908900135,0.05833438352123814,0.93925,25
5,29,25,c_prune_loro_bce,0.782798833819242,0.8369498436522826,0.7934834951221859,0.037544370558826444,0.96975,25
5,29,50,budget_prune,0.7707196029776675,0.8282641651031897,0.7855833118084197,0.057365379094385834,0.93825,50
5,29,50,loro_bce,0.7828220858895706,0.8381758599124454,0.802051550693503,0.0367716699788308,0.9725,50
5,29,50,c_prune_loro_bce,0.7858536585365854,0.840199124452783,0.795182485760458,0.03637297407436219,0.97275,50
5,29,100,budget_prune,0.7825237979009031,0.8373913696060038,0.7951871627208609,0.04020293472762772,0.962,100
5,29,100,loro_bce,0.7839220462850183,0.8402669168230144,0.8003283881702605,0.03342559029021528,0.975,100
5,29,100,c_prune_loro_bce,0.7865003668378576,0.8439844903064415,0.8030589802218043,0.038638082710036006,0.965,79
6,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.24242787481954087,0.5895,25
6,19,25,loro_bce,0.7586379569354031,0.8245801125703565,0.7917784374784672,0.07885351677570297,0.92875,25
6,19,25,c_prune_loro_bce,0.7655502392344498,0.8339379612257661,0.802718315261721,0.05304874303505986,0.9615,25
6,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.20275832034528563,0.69925,50
6,19,50,loro_bce,0.7666499749624437,0.8326854283927454,0.7998831999941747,0.0551752950948583,0.95375,50
6,19,50,c_prune_loro_bce,0.7705326032852166,0.8400978111319574,0.809541420850464,0.05730127170002913,0.94925,50
6,19,100,budget_prune,0.7686235816477553,0.8328517823639774,0.7969595385735686,0.06731667135573927,0.93225,100
6,19,100,loro_bce,0.7656565656565657,0.8360785490931832,0.8057616885303748,0.054445910060320554,0.95975,100
6,19,100,c_prune_loro_bce,0.772410358565737,0.8428858036272671,0.8125095517366562,0.059420582310020835,0.94575,77
6,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.23479873854259295,0.63275,25
6,23,25,loro_bce,0.7612053684477083,0.8408155096935586,0.816449523240124,0.06468717049752934,0.92725,25
6,23,25,c_prune_loro_bce,0.7621167161226509,0.8442436522826768,0.8158620852694503,0.04886487616733328,0.948,25
6,23,50,budget_prune,0.663936663936664,0.7580465290806754,0.7596826002211395,0.1903815028763591,0.75825,50
6,23,50,loro_bce,0.7688132247717739,0.8461553470919324,0.8208104746646789,0.05037920679379911,0.94825,50
6,23,50,c_prune_loro_bce,0.7758705247670427,0.8536995622263914,0.8249924035446934,0.036678583075783346,0.9645,50
6,23,100,budget_prune,0.771964461994077,0.8475714821763601,0.8235256575368464,0.050972601352950696,0.953,100
6,23,100,loro_bce,0.7704433497536946,0.8496215134459038,0.8241884716823288,0.04488622035034053,0.9545,100
6,23,100,c_prune_loro_bce,0.7752090506640433,0.8552352720450281,0.8279418052175442,0.03877566125643595,0.963,74
6,29,25,budget_prune,0.749876421156698,0.8029508442776736,0.7673767359521196,0.0957097417564627,0.89625,25
6,29,25,loro_bce,0.7711138310893513,0.8284415259537211,0.7876626814113694,0.05660210376776323,0.943,25
6,29,25,c_prune_loro_bce,0.780345414740939,0.8369736085053158,0.7965559714683456,0.03770894188470186,0.9685,25
6,29,50,budget_prune,0.7707196029776675,0.8282641651031897,0.7855833118084197,0.05736537884883848,0.93825,50
6,29,50,loro_bce,0.784390243902439,0.8392192620387742,0.8026977687846795,0.03103393770033762,0.97625,50
6,29,50,c_prune_loro_bce,0.7811284046692607,0.8406153846153845,0.7975862538829663,0.0329320250399232,0.97175,50
6,29,100,budget_prune,0.7830119599707103,0.8372780487804878,0.7951184240196802,0.039969046731577924,0.9625,100
6,29,100,loro_bce,0.7821637426900585,0.8406146341463414,0.8014649309264497,0.030602996834675843,0.97425,100
6,29,100,c_prune_loro_bce,0.7861328125,0.8436722951844903,0.8015784722223469,0.0377503114920114,0.96475,79
7,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.2424278748195498,0.5895,25
7,19,25,loro_bce,0.7564714752450364,0.8243267041901188,0.7913670740797056,0.07884210119816518,0.9295,25
7,19,25,c_prune_loro_bce,0.7681852504404731,0.8338891807379613,0.8034565211878342,0.05317918920696695,0.963,25
7,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.2027583203111104,0.69925,50
7,19,50,loro_bce,0.7672672672672672,0.8326233896185116,0.7990308950005285,0.05513486178119987,0.95325,50
7,19,50,c_prune_loro_bce,0.7707920792079208,0.8418746716697936,0.8124784860966201,0.05645792474912802,0.94275,50
7,19,100,budget_prune,0.76854818831649,0.8327334584115071,0.7966241029336509,0.06741208209358876,0.932,100
7,19,100,loro_bce,0.7662468513853904,0.8360520325203251,0.804394506482722,0.054215824679755255,0.95725,100
7,19,100,c_prune_loro_bce,0.7726258368460204,0.8433786116322701,0.8124906031466477,0.06001929840397969,0.941,77
7,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.23479873855732455,0.63275,25
7,23,25,loro_bce,0.7612053684477083,0.8408155096935586,0.816449523240124,0.06468717057033092,0.92725,25
7,23,25,c_prune_loro_bce,0.7628712871287129,0.842039774859287,0.805810898058205,0.048647142590877365,0.95,25
7,23,50,budget_prune,0.6641179683233206,0.7580475297060664,0.7596810376221044,0.19038145198480028,0.758,50
7,23,50,loro_bce,0.7673328398717,0.8465215759849907,0.8210483981804811,0.05139883778653156,0.94925,50
7,23,50,c_prune_loro_bce,0.7745891586951189,0.8531569731081927,0.8248061328868682,0.03484787045006304,0.96875,50
7,23,100,budget_prune,0.776040413759923,0.8439917448405253,0.8171437253039648,0.06163647877723263,0.94575,100
7,23,100,loro_bce,0.7699507389162562,0.8498489055659787,0.8244071475518391,0.044638707956066045,0.9545,100
7,23,100,c_prune_loro_bce,0.7770103601381352,0.8555612257661038,0.8288250812923146,0.03956542125446582,0.959,77
7,29,25,budget_prune,0.749876421156698,0.8029508442776736,0.7673767359521196,0.09570974175444047,0.89625,25
7,29,25,loro_bce,0.768892149669846,0.8276340212632894,0.7870391363220419,0.058933215500081446,0.9385,25
7,29,25,c_prune_loro_bce,0.779636005902607,0.8341953721075672,0.7920300999724238,0.04105327562712339,0.96525,25
7,29,50,budget_prune,0.7707196029776675,0.8282641651031897,0.7855833118084197,0.05736537897357702,0.93825,50
7,29,50,loro_bce,0.7811348563006633,0.8379189493433395,0.8017803342824039,0.03734039655068292,0.9715,50
7,29,50,c_prune_loro_bce,0.781973203410475,0.8402586616635397,0.7964262876522745,0.03377077240236273,0.9705,50
7,29,100,budget_prune,0.7825237979009031,0.8373933708567854,0.7951898764839467,0.04020369926616374,0.962,100
7,29,100,loro_bce,0.7820575329107752,0.8401838649155723,0.8001057251053987,0.03394967532432612,0.97325,100
7,29,100,c_prune_loro_bce,0.7862371888726208,0.8434904315196998,0.8006783454692106,0.03829184546047384,0.96375,78
8,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.24242787481955294,0.5895,25
8,19,25,loro_bce,0.7370007535795027,0.8111232020012508,0.7750129736858049,0.09640910610947924,0.892,25
8,19,25,c_prune_loro_bce,0.7658610271903323,0.8340170106316447,0.8016643581589314,0.05302558112065405,0.96225,25
8,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.20275832028214935,0.69925,50
8,19,50,loro_bce,0.7673081729567608,0.833167229518449,0.7997210287582347,0.05560892512637334,0.951,50
8,19,50,c_prune_loro_bce,0.7699925724189156,0.8420340212632895,0.8128088713805123,0.05662239238169221,0.9435,50
8,19,100,budget_prune,0.7686235816477553,0.8328285178236399,0.7969414336606532,0.067305511403359,0.93225,100
8,19,100,loro_bce,0.767794043412418,0.8361688555347092,0.8047755200715823,0.054526650953739396,0.95825,100
8,19,100,c_prune_loro_bce,0.7715559960356789,0.8436367729831145,0.813050053637132,0.06009556952605685,0.94075,77
8,23,25,budget_prune,0.6108094129816395,0.6600003752345216,0.6734029888862906,0.2347987387669563,0.63275,25
8,23,25,loro_bce,0.7589535179070358,0.8395779862414009,0.8154075564548785,0.06830957245410406,0.92525,25
8,23,25,c_prune_loro_bce,0.7595125590649092,0.8407607254534084,0.8054469494072525,0.05189761042287085,0.94575,25
8,23,50,budget_prune,0.6641179683233206,0.7580475297060664,0.7596810376221044,0.19038145200592083,0.758,50
8,23,50,loro_bce,0.7655668568593401,0.8462931832395247,0.820574015033992,0.0545476263252275,0.94475,50
8,23,50,c_prune_loro_bce,0.7733529990167158,0.8534801751094434,0.8252729132862309,0.03587901631490448,0.965,50
8,23,100,budget_prune,0.7707870713052061,0.847544215134459,0.8234997129606223,0.0509763689391969,0.95275,100
8,23,100,loro_bce,0.7696850393700787,0.8496112570356472,0.8245380517144325,0.045038478973010686,0.9535,100
8,23,100,c_prune_loro_bce,0.7782983970406905,0.8556105065666041,0.8291109797566061,0.03920333174719739,0.95925,74
8,29,25,budget_prune,0.37735849056603776,0.6052285178236397,0.6175867313439921,0.23217419027298541,0.54825,25
8,29,25,loro_bce,0.7669760625305325,0.8278316447779863,0.7845788854938297,0.05523845377646299,0.94325,25
8,29,25,c_prune_loro_bce,0.7779941577409932,0.8368697936210132,0.7960533714461294,0.035654580588220026,0.97275,25
8,29,50,budget_prune,0.7707196029776675,0.8282641651031897,0.7855833118084197,0.05736537918194641,0.93825,50
8,29,50,loro_bce,0.7805948317893711,0.8391484677923702,0.8002639078818815,0.03281278501263318,0.97375,50
8,29,50,c_prune_loro_bce,0.7808085728202631,0.8396772983114446,0.795354848880254,0.03382904484185419,0.97325,50
8,29,100,budget_prune,0.7829059829059829,0.8373683552220139,0.7949412206366843,0.040196094614361445,0.9615,100
8,29,100,loro_bce,0.7841323923095643,0.8399262038774233,0.7987371057890233,0.033482480365745575,0.974,100
8,29,100,c_prune_loro_bce,0.78564453125,0.8426459036898062,0.7991023729153732,0.03820370640539671,0.96525,75
9,19,25,budget_prune,0.22192866578599735,0.587172607879925,0.591725306394452,0.24242787481955103,0.5895,25
9,19,25,loro_bce,0.758137205808713,0.8245931207004378,0.7917897799527339,0.07896346914256287,0.92975,25
9,19,25,c_prune_loro_bce,0.7632437860908863,0.8336317698561602,0.8018259290148605,0.05279209779408715,0.9605,25
9,19,50,budget_prune,0.648539778449144,0.7119842401500938,0.7028736674743025,0.20275832032061533,0.69925,50
