dataset,budget,method,n_seeds,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,elapsed_sec_mean,elapsed_sec_std,status
covtype_binary_20000,100,rulefit,3,0.7468732214780198,0.003612848644538,0.8561732749635188,0.0042068685092388,0.8335264929589288,0.0059246234597866,17.188372532526653,0.6505103334962516,complete
covtype_binary_20000,200,rulefit,3,0.7456077862194462,0.0093351709768811,0.8560193454242234,0.0047782105007944,0.832096617353681,0.0055738672482955,52.59794362386068,9.401768865939024,complete
covtype_binary_20000,400,rulefit,3,0.7451448188920308,0.0106636344099107,0.8532757973733583,0.0062424878764917,0.8273370243364716,0.0064713172992625,619.3170489470164,95.90786738834156,complete
