dataset,method,n_seeds,n_nonzero_mean,n_nonzero_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
covtype_binary_20000,l1_lr_full_h,3,91.66666666666667,25.94010194445829,0.7938497594987816,0.005835778583181283,0.8718109651865751,0.004908871080683206,0.8469711551510932,0.007016853107901958
